id,name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,host_is_superhost,host_response_rate,host_acceptance_rate,availability_365,reviews_per_month,calculated_host_listings_count,bathrooms
699669006121035284,"A lovely, big,3 rooms vacation apartment In Berlin",Schöneberg-Nord,52.5045126,13.3412181,Entire home/apt,4,1.0,2.0,315.0,93,365,0,,,,False,,,365,,1,2.0
699686199198314826,Cozy Flat in central Kreuzberg „Hermannplatz“,Reuterstraße,52.49091,13.42562,Entire home/apt,2,1.0,1.0,189.0,1,1125,15,4.87,4.73,4.93,False,75.0,0.0,180,0.51,1,1.0
699798425824175964,Numa | Modern Room near Kudamm,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,2,1.0,1.0,136.0,1,365,61,4.59,4.74,4.69,True,90.0,100.0,332,1.68,8,1.0
699804614899553353,Numa | Medium Room w/ Balcony near Kudamm,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,2,1.0,1.0,146.0,1,365,303,4.66,4.71,4.8,True,90.0,100.0,334,8.41,8,1.0
699809535745814134,Numa | Medium Studio w/ Kitchenette near Kudamm,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,2,1.0,1.0,143.0,1,365,365,4.75,4.76,4.8,True,90.0,100.0,334,10.06,8,1.0
699815533129730302,Numa | Large Studio w/ Kitchenette & Balcony,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,2,1.0,1.0,156.0,1,365,66,4.71,4.59,4.86,True,90.0,100.0,331,1.83,8,1.0
699820589487993617,Numa | Large Studio w/ Kitchenette & Sofabed,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,4,1.0,2.0,171.0,1,365,406,4.78,4.8,4.79,True,90.0,100.0,332,11.22,8,1.0
699825408397228433,"Numa | L Studio w/ Kitchenette, Balcony & Sofabed",Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,4,1.0,2.0,163.0,1,365,55,4.73,4.69,4.85,True,90.0,100.0,329,1.52,8,1.0
699827843480213615,Cozy Flat in the Heart of Kreuzberg,nördliche Luisenstadt,52.50016,13.4181,Entire home/apt,3,1.0,1.0,87.0,7,40,0,,,,False,0.0,0.0,151,,1,1.0
699830332714793050,"Numa | XL Studio w/ Kitchenette, Balcony & Sofabed",Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,6,1.0,3.0,198.0,1,365,13,4.15,4.38,4.38,True,90.0,100.0,295,0.36,8,1.0
699838574021904986,central - quiete - cool - 2 room apartment,Prenzlauer Berg Südwest,52.53811872623356,13.408899589530783,Entire home/apt,3,1.0,1.0,149.0,3,14,13,4.62,4.46,4.92,False,100.0,83.0,155,1.02,1,1.0
700349474269698756,Wunderschöne Wohnung alle zwei Wochen,Buchholz,52.5955814,13.4330778,Entire home/apt,4,1.0,2.0,85.0,100,365,0,,,,False,,,365,,1,1.0
700603903935958805,sehr helle Eigentumswohnung im schönsten Kiez,südliche Luisenstadt,52.4953,13.43615,Entire home/apt,3,2.0,2.0,122.0,7,180,8,5.0,4.63,5.0,False,73.0,48.0,189,0.31,1,2.0
700982641393383373,"Charming, light 2 rooms in 4 room apartment",Prenzlauer Berg Süd,52.53647,13.42831,Private room,4,2.0,3.0,220.0,3,365,46,4.93,4.83,4.98,True,92.0,69.0,344,1.26,4,1.5
701142654978963473,Familienfreundliches Haus,Alt-Lichtenberg,52.52568433200749,13.514014156116366,Entire home/apt,5,4.0,3.0,235.0,3,7,16,5.0,5.0,4.56,False,100.0,56.0,26,0.61,1,2.0
701171858444286444,"87sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.54757,13.4487,Entire home/apt,6,2.0,4.0,99.0,92,365,2,5.0,5.0,5.0,,100.0,97.0,267,0.06,11,1.0
701853080328843201,Eco-Friendly Urban Retreat in Classic BerlinAltbau,Frankfurter Allee Süd FK,52.50496,13.46918,Private room,4,1.0,2.0,150.0,2,365,10,5.0,4.8,5.0,True,100.0,83.0,361,0.27,1,1.0
701941296922539603,"Lovely , central  big and quite two rooms flat.",Prenzlauer Berg Nord,52.5517,13.41801,Entire home/apt,2,1.0,1.0,127.0,3,90,43,4.93,4.56,4.93,True,100.0,91.0,27,1.23,1,1.0
701971447519071423,Pure Berlin:stylisch neue 2 Zimmer/Mauer/Center/,Karl-Marx-Allee-Süd,52.50603,13.44044,Entire home/apt,5,1.0,2.0,187.0,1,365,60,4.97,4.9,4.92,True,100.0,98.0,91,1.62,5,1.0
702995307776715053,"Schöne, ruhige Wohnung in Berlin",Wedding Zentrum,52.5401,13.34939,Entire home/apt,2,1.0,1.0,60.0,92,365,0,,,,False,0.0,,270,,1,1.0
703282659525652169,"Cosy maisonette in heritage site, Kreuzberg",Tempelhofer Vorstadt,52.49117,13.41174,Private room,4,2.0,2.0,97.0,92,182,42,4.86,4.98,4.98,True,100.0,67.0,327,1.21,5,2.0
704111648320113005,Likasi - 1 bedroom in Schöneberg,Schöneberg-Nord,52.50013,13.35586,Entire home/apt,2,1.0,1.0,117.0,92,178,0,,,,True,100.0,100.0,261,,55,1.0
704207060266385467,Chic Urban Loft: Getaway in Berlin City Center,Helmholtzplatz,52.54319,13.42469,Entire home/apt,4,1.0,2.0,112.0,2,365,35,4.51,4.54,4.8,False,100.0,99.0,229,0.94,1,1.0
704808039964740573,110 sqm Bright flat in F-Hain,Frankfurter Allee Nord,52.51659,13.4664,Entire home/apt,5,3.0,3.0,193.0,90,200,43,4.84,4.63,4.93,True,,71.0,215,1.4,1,1.5
704893191589079482,Ruhiges Zimmer geteilte Küche/Bad B-Charlottenburg,Halensee,52.50293919830891,13.293292992638234,Private room,2,1.0,1.0,43.0,92,280,0,,,,False,100.0,50.0,364,,1,1.0
704976656646850837,Pure Berlin:stylisch modern neu/2 Zi/Mauer/center,Karl-Marx-Allee-Süd,52.5048,13.44171,Entire home/apt,5,1.0,2.0,228.0,1,365,87,4.99,4.91,4.97,True,100.0,98.0,89,2.35,5,1.0
704989270271203581,Bright and quiet home in Weißensee/Prenzlauer Berg,Weißensee,52.55216523881542,13.436332270503044,Entire home/apt,1,1.0,1.0,90.0,5,365,4,5.0,5.0,5.0,False,100.0,67.0,31,0.14,1,1.0
705101312287374560,Lost Bird Nest,Friedrichsfelde Nord,52.51395,13.51492,Private room,2,1.0,2.0,61.0,1,60,113,4.84,4.94,4.75,True,100.0,100.0,88,3.13,1,1.0
705175105639536222,Ruhiges Zimmer zum relaxen,Blankenfelde/Niederschönhausen,52.58916,13.4289,Private room,1,1.0,1.0,21.0,92,730,0,,,,False,80.0,50.0,206,,3,1.0
705253955354383689,Schönes geräumiges Zimmer mit Terrasse,Blankenfelde/Niederschönhausen,52.58911,13.42874,Private room,1,1.0,1.0,22.0,92,365,0,,,,False,80.0,50.0,180,,3,1.0
705397974700533790,Stylish & Cozy Apartment in the Heart of Kreuzberg,nördliche Luisenstadt,52.50471637261457,13.433719243669154,Entire home/apt,2,1.0,1.0,136.0,3,365,9,5.0,4.78,5.0,True,100.0,88.0,36,0.29,2,1.0
705442090797544801,Gemütlicher und luxuriöses Wohnwagen am Wasser.,West 2,52.60493,13.20761,Entire home/apt,3,1.0,1.0,140.0,3,365,0,,,,False,100.0,86.0,364,,3,1.0
706378750200641510,7-Zimmer mit Blick in den Park,Wiesbadener Straße,52.47331,13.31395,Private room,2,1.0,1.0,148.0,3,365,4,4.25,5.0,4.75,False,90.0,92.0,363,0.17,9,1.0
706469663252604646,Newly renovated apartment in ideal location,Brunnenstr. Süd,52.53825,13.3968,Entire home/apt,4,2.0,2.0,254.0,3,30,46,4.96,4.78,4.93,False,,100.0,133,1.25,1,1.0
707264049360138512,Schönes Zimmer mit Terrasse,Pankow Zentrum,52.58743,13.42706,Private room,1,1.0,1.0,41.0,92,365,1,5.0,5.0,4.0,False,80.0,50.0,266,0.04,3,1.0
707594755590782517,Pure Berlin:stylisch/neu/2Zimmer/Mauer/Center,Karl-Marx-Allee-Süd,52.506,13.43906,Entire home/apt,5,1.0,3.0,189.0,1,365,69,4.96,4.94,4.91,True,100.0,98.0,86,1.91,5,1.0
707659947026745057,"Spacious, sunny, beautiful flat in Prenzlauerberg",Prenzlauer Berg Nordwest,52.54858,13.40276,Entire home/apt,2,1.0,1.0,64.0,180,365,0,,,,False,100.0,,358,,3,1.0
707932566251791645,"Luxury 1,5 room Studio+terrace in Berlin center",Karl-Marx-Allee-Süd,52.50579519636992,13.44116995615015,Entire home/apt,4,1.0,2.0,212.0,1,365,22,4.86,4.95,4.86,True,100.0,98.0,92,0.62,5,1.0
707963798862318127,Family studio in a formal East German car garage.,Neu Lichtenberg,52.50686,13.50294,Entire home/apt,4,2.0,3.0,125.0,3,30,100,4.7,4.62,4.56,True,100.0,100.0,334,2.71,3,1.0
708475277911361243,Penthouse appartment in the middle of Kreuzberg,südliche Luisenstadt,52.49642,13.43604,Entire home/apt,4,2.0,2.0,225.0,4,32,14,5.0,5.0,4.64,False,100.0,58.0,7,0.39,1,2.0
709125697851721493,4 Zimmer mit viel Platz für Gruppen oder Familien,Albrechtstr.,52.4473,13.34428,Entire home/apt,12,4.0,7.0,193.0,3,365,8,3.5,3.88,3.88,False,95.0,83.0,359,0.24,16,1.0
709341405816621338,"Studio Comfort, long term stay",Oberschöneweide,52.46097,13.51984,Entire home/apt,2,1.0,1.0,76.0,21,100,0,,,,False,100.0,100.0,156,,32,1.0
709344608389864997,Schöne Wohnung im Grünen von Berlin,Plänterwald,52.47515,13.48187,Entire home/apt,2,1.0,1.0,56.0,92,365,0,,,,False,,,114,,1,1.0
709346521937499529,Stylish flat next to busy Bergmannkiez 1 Bed+Couch,Tempelhofer Vorstadt,52.48656,13.38741,Entire home/apt,3,1.0,2.0,100.0,3,365,62,4.89,4.81,4.9,False,100.0,87.0,350,1.68,1,1.0
709969259883958033,Studio Apartment near Ku'damm,Kurfürstendamm,52.5001715,13.3151285,Entire home/apt,1,0.0,1.0,70.0,28,180,3,5.0,5.0,5.0,False,,100.0,126,0.1,5,1.0
710004382932765243,Cosy and Trendy apartment in center of Berlin,Alexanderplatz,52.52272,13.38562,Entire home/apt,5,0.0,2.0,106.0,3,365,126,4.79,4.82,4.93,True,100.0,99.0,314,3.87,8,1.0
710028168404446108,Stilvolles Zimmer in schöner Villa im Grunewald,Grunewald,52.48928,13.26795,Private room,2,1.0,1.0,136.0,3,90,24,4.92,4.92,4.79,False,100.0,100.0,258,0.66,1,1.0
710677916810556937,2-Bedroom Altbaucharme mit Balkon am Mauerpark,Prenzlauer Berg Nordwest,52.54087,13.40482,Entire home/apt,4,2.0,3.0,332.0,3,150,25,4.96,4.96,5.0,True,100.0,100.0,252,0.69,8,1.0
710745032257284158,"87sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,6,2.0,4.0,99.0,92,365,2,5.0,4.5,4.5,,100.0,97.0,236,0.06,11,1.0
710770352915300684,"87sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,6,2.0,3.0,88.0,92,365,2,5.0,4.5,5.0,,100.0,97.0,86,0.06,11,1.0
711310012455812743,"Blueground | Mitte, near Potsdamer Platz",Tiergarten Süd,52.50086779999999,13.3587992,Entire home/apt,6,3.0,3.0,263.0,90,1125,0,,,,False,60.0,100.0,125,,311,2.0
711975137721582244,Beautiful Chic Cozy Room in Iconic Friedrichshain,Frankfurter Allee Süd FK,52.50045,13.45716,Private room,2,1.0,1.0,64.0,2,365,248,4.98,4.98,4.91,True,100.0,97.0,176,6.75,1,1.0
712018807890898864,award-winning most stylish flat in Berlin!,Schloßstr.,52.46018609999999,13.3098381,Entire home/apt,2,1.0,2.0,118.0,4,365,62,4.82,4.69,4.79,True,100.0,86.0,258,1.7,3,1.5
712061314102386808,"75sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,6,2.0,4.0,99.0,92,365,2,5.0,4.5,5.0,,100.0,97.0,236,0.06,11,1.0
712131023992586587,"75sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,6,2.0,4.0,77.0,92,365,2,4.0,5.0,4.5,,100.0,97.0,208,0.06,11,1.0
712272985361103804,"75sqm flat 1st occupancy, near centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,6,2.0,4.0,99.0,92,365,1,5.0,5.0,5.0,,100.0,97.0,236,0.03,11,1.0
712746480044104018,Chez Lana,Zehlendorf  Nord,52.43457,13.23188,Entire home/apt,4,2.0,3.0,76.0,3,90,52,4.87,4.94,4.88,False,100.0,100.0,305,1.58,1,1.0
712855411470128190,Stylish flat + Japanese garden/patio in great area,Frankfurter Allee Süd FK,52.4915178,13.4796538,Entire home/apt,6,2.0,4.0,194.0,7,58,4,5.0,4.0,4.5,False,100.0,100.0,70,0.12,1,1.0
713543137683949141,Modernes Apartment Berlin in urbaner Lage,Heerstraße Nord,52.52403405643552,13.165776498147576,Entire home/apt,3,1.0,2.0,63.0,1,365,68,4.87,4.79,4.59,True,100.0,99.0,258,4.31,1,1.0
713610241509196602,Spacious quiet room in 1900 Berlin Art Deco house,Prenzlauer Berg Süd,52.53207524826149,13.423373848199844,Private room,2,1.0,1.0,71.0,4,365,35,4.94,4.86,5.0,False,90.0,77.0,308,0.99,2,1.0
714191667426139476,"Modern & new penthouse, near Berlin centre",Weißensee,52.54757,13.4487,Entire home/apt,4,1.0,2.0,72.0,92,365,3,4.67,5.0,4.33,,100.0,97.0,297,0.21,11,1.0
714310159325064383,"86sqm apartment, near Berlin centre & PrenzlBerg",Weißensee,52.5475735,13.4486987,Entire home/apt,5,2.0,3.0,99.0,92,365,2,5.0,5.0,5.0,,100.0,97.0,147,0.06,11,1.0
714345516420975364,"Blueground | Schöneberg, fully furnished",Schöneberg-Süd,52.4871723,13.3568638,Entire home/apt,8,4.0,4.0,209.0,90,1125,0,,,,False,60.0,100.0,160,,311,2.0
714348037091767834,"Blueground | Charlottenburg, near Kurfürstendamm",Schöneberg-Nord,52.5045126,13.3412181,Entire home/apt,2,1.0,1.0,190.0,90,1125,0,,,,False,60.0,100.0,206,,311,1.0
714352661687025728,Schönes Zimmer in City-West,Volkspark Wilmersdorf,52.4904775293068,13.322870569914564,Private room,2,1.0,1.0,82.0,2,14,58,4.9,4.69,4.74,True,100.0,93.0,148,1.92,1,1.5
714537613621675722,Crazy 44sqm 3room maisonette apt. Near center.,Weißensee,52.54757,13.4487,Entire home/apt,6,2.0,3.0,170.0,2,365,127,4.76,4.67,4.67,False,100.0,100.0,350,3.47,3,1.0
714984725634976344,"Studio Serviced Apartment - Küche, Parken, Zentrum",Düsseldorfer Straße,52.4989,13.31604,Entire home/apt,2,1.0,1.0,105.0,1,1125,18,4.83,4.89,4.94,False,100.0,100.0,335,0.52,4,1.0
715660998471957523,95sqm 4room maisonette apt Prenzlauer Berg,Weißensee,52.54754,13.44874,Entire home/apt,10,2.0,6.0,234.0,2,365,64,4.67,4.58,4.47,,100.0,97.0,314,1.9,11,2.0
715701581807736863,Luxury Suite in Prenzlauer Berg,Brunnenstr. Süd,52.53332709118808,13.40613265827304,Entire home/apt,2,1.0,1.0,193.0,92,94,0,,,,False,100.0,80.0,263,,1,1.0
715821836796970428,"Ancient 2room maisonette apt.,near center Berlin#4",Weißensee,52.54757,13.4487,Entire home/apt,4,1.0,2.0,133.0,2,365,119,4.74,4.66,4.64,,100.0,97.0,319,3.28,11,1.0
715894616209797174,Oase der Ruhe im schönsten Kiez (15 bis Hbf),Neue Kantstraße,52.50408,13.29796,Entire home/apt,2,1.0,1.0,65.0,92,100,0,,,,False,,,358,,1,1.0
715907253293427966,Room in a Shared Flat in beautiful Wedding,Parkviertel,52.55371,13.34426,Private room,2,1.0,1.0,35.0,1,365,0,,,,False,11.0,8.0,102,,1,1.0
716335814779783694,Big and Cozy Private Room Next to Pankow Station,Pankow Süd,52.56548,13.41711,Private room,2,1.0,1.0,69.0,5,360,4,5.0,4.75,5.0,False,100.0,25.0,178,0.11,1,1.0
716358128875871060,Adapt Apartments Berlin Superior Apartment,Adlershof,52.43317,13.53358,Entire home/apt,2,1.0,2.0,129.0,1,365,4,4.5,5.0,4.75,True,100.0,93.0,355,0.11,2,1.0
716486167118342288,Oshwe - 2 bedrooms in Friedrichshain,Karl-Marx-Allee-Süd,52.50445,13.44135,Entire home/apt,4,2.0,2.0,368.0,92,330,0,,,,True,100.0,100.0,365,,55,1.0
716514554409756604,Apt. with a private Sauna in old Berlin factory,Reuterstraße,52.48663,13.4377,Entire home/apt,2,1.0,1.0,127.0,3,300,112,4.75,4.81,4.78,False,100.0,100.0,125,3.12,3,1.0
716518746675402958,120sqm boho penthouse roof terrace Prenzlauer Berg,Prenzlauer Berg Süd,52.53669578435378,13.426076103622872,Entire home/apt,4,2.0,1.0,295.0,1,365,5,5.0,5.0,5.0,False,13.0,0.0,363,0.14,2,1.0
716526926563168289,Cordoba - 2 bedrooms in Friedrichshain,Frankfurter Allee Süd FK,52.49878,13.46511,Entire home/apt,4,2.0,2.0,140.0,92,178,0,,,,True,100.0,100.0,169,,55,1.0
716562623255355205,"Blueground | Friedrichshain, nr Frankfurter Tor",Frankfurter Allee Süd FK,52.5152744,13.4565813,Entire home/apt,2,1.0,1.0,122.0,90,1125,0,,,,False,60.0,100.0,175,,311,1.0
717201151479258321,"Helles, ruhiges Zimmer im Einfamilienhaus",Albrechtstr.,52.454559443468895,13.351694014819348,Private room,1,3.0,1.0,37.0,14,40,1,5.0,5.0,5.0,False,80.0,20.0,71,0.05,2,1.0
717853381899169043,*Family First*: child-friendly new-build flat,Neu Lichtenberg,52.49944,13.49341,Entire home/apt,7,3.0,4.0,251.0,3,45,35,5.0,4.94,4.71,True,100.0,49.0,210,0.98,1,2.0
717859857674848506,Industrial 42sqm 3room maisonette apt near center,Weißensee,52.54757,13.4487,Entire home/apt,6,2.0,3.0,160.0,1,365,91,4.69,4.74,4.57,False,100.0,99.0,326,2.51,5,1.0
718000104767239332,Alexanderplatz 6 minutes walk - Private Room,Alexanderplatz,52.5247,13.41936,Private room,2,1.0,1.0,76.0,2,730,128,4.87,4.97,4.91,True,100.0,100.0,64,3.5,1,1.0
718104140528079740,Industrial maisonette apartment near center #3,Weißensee,52.54757,13.4487,Entire home/apt,6,2.0,3.0,157.0,2,365,104,4.81,4.78,4.46,False,100.0,99.0,334,2.85,5,1.0
718588541035923631,Black White 44sqm 2room maisonette apt near center,Weißensee,52.54757,13.4487,Entire home/apt,6,1.0,3.0,139.0,2,365,98,4.82,4.7,4.78,False,100.0,100.0,329,2.69,3,1.0
718613463507317186,Youngster 50sqm 4room maisonette apt near center,Weißensee,52.54757,13.4487,Entire home/apt,5,2.0,3.0,168.0,2,365,82,4.74,4.71,4.66,False,100.0,100.0,332,2.26,3,1.0
718707878467065237,Cozy Private Room in Great Location,Frankfurter Allee Süd FK,52.49773,13.46292,Private room,2,1.0,1.0,72.0,3,1125,70,4.97,4.96,4.86,True,,100.0,87,1.96,1,1.0
720062769456237059,Ikela - 2 bedrooms and terrace in Tiergarten,Tiergarten Süd,52.50242,13.35824,Entire home/apt,4,2.0,2.0,162.0,92,178,0,,,,True,100.0,100.0,199,,55,2.0
720163860311718506,"Blueground | Mitte, nr Potsdamer Platz",Tiergarten Süd,52.5007739,13.3595996,Entire home/apt,3,2.0,2.0,166.0,90,1125,0,,,,False,60.0,100.0,297,,311,1.0
720164125670115172,"Blueground | Charlottenburg, nr Ernst-Reuter-Platz",Kantstraße,52.5097719,13.3233972,Entire home/apt,4,2.0,2.0,181.0,90,1125,0,,,,False,60.0,100.0,4,,311,1.0
720262650574819254,Schöne Wohnung im Osten Berlin,Marzahn-Süd,52.54674,13.57462,Entire home/apt,2,1.0,1.0,120.0,1,15,5,4.8,4.6,4.4,False,100.0,67.0,365,0.14,1,1.0
720302281448829510,Rare Find: Central & Quiet Room + Private Balcony,Albrechtstr.,52.46288,13.32861,Private room,3,1.0,2.0,74.0,1,10,147,4.92,4.95,4.86,True,100.0,92.0,97,4.52,1,1.0
720326339580032003,"Love Tempelhof-bright, cozy, quiet, great location",Tempelhof,52.46459,13.39332,Private room,2,1.0,1.0,68.0,3,90,35,5.0,5.0,4.77,True,100.0,80.0,250,0.96,2,1.5
720751301585024716,*Best City flat Center of Berlin Big Terrace*,Alexanderplatz,52.5106634,13.4085787,Entire home/apt,2,1.0,1.0,199.0,2,90,26,4.88,4.81,5.0,True,100.0,100.0,318,0.71,1,1.0
720839766613886451,Numa I Medium Room at Checkpoint Charlie,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,1.0,144.0,1,365,553,4.67,4.76,4.77,False,94.0,100.0,330,15.49,7,1.0
720884248521122324,Luxus-Domizil am Wasser mit eigenem Seezugang,Müggelheim,52.4072836,13.6615201,Entire home/apt,4,1.0,1.0,138.0,5,90,13,4.85,5.0,4.62,True,100.0,91.0,266,0.48,1,1.5
720915117564022281,Room in schöneberg - The Queer Neighbourhood,Schöneberg-Nord,52.49293,13.36029,Private room,3,1.0,1.0,82.0,3,45,39,4.92,4.72,4.97,True,100.0,78.0,61,1.07,1,1.0
720931640722033757,Tiny Wohnung Nr. 4 im grünen Spandau (7qm),Heerstraße Nord,52.51458,13.17246,Private room,1,1.0,1.0,67.0,2,60,1,5.0,5.0,3.0,False,100.0,100.0,0,0.03,6,1.0
721364103220260496,Cozy Room+private Bath (up to 5 ppl),Moabit Ost,52.53348772049617,13.348560615646438,Private room,5,1.0,3.0,86.0,1,31,141,4.94,4.95,4.7,True,100.0,100.0,54,4.35,1,1.0
721491802289474005,New apartment in city west w balcony,Kantstraße,52.51057931409847,13.311775030268375,Entire home/apt,3,1.0,2.0,139.0,92,215,0,,,,False,,,362,,1,1.0
721511492149011774,Ap 15 - Modernes Apartment an der Grenze zu Berlin,Buch,52.63211,13.51807,Entire home/apt,1,1.0,1.0,71.0,1,1125,1,5.0,5.0,5.0,False,100.0,94.0,341,0.03,4,1.0
721515853504302012,Numa I Medium Room Twin Beds at Checkpoint Charlie,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,2.0,149.0,1,365,314,4.65,4.76,4.76,False,94.0,100.0,327,8.79,7,1.0
721519891726691474,Numa | Large Accessible Room at Checkpoint Charlie,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,1.0,153.0,1,365,15,4.6,4.67,4.67,False,94.0,100.0,313,0.42,7,1.0
721523591301947759,Numa| Medium Studio w/ kitchen at Friedrichstrasse,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,1.0,150.0,1,365,119,4.66,4.76,4.83,False,94.0,100.0,332,3.33,7,1.0
721527807549293451,Numa | Large Studio near Checkpoint Charlie,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,1.0,151.0,1,365,1550,4.67,4.77,4.78,False,94.0,100.0,336,43.38,7,1.0
721540353786100222,Numa| XL Studio w/ Kitchenette at Friedrichstrasse,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,2,1.0,1.0,158.0,1,365,44,4.61,4.82,4.73,False,94.0,100.0,328,1.24,7,1.0
721547858901417921,Numa | Large 1 Bedroom Apartment in Berlin Center,Südliche Friedrichstadt,52.5046952,13.3911793,Entire home/apt,4,1.0,2.0,232.0,1,365,71,4.72,4.79,4.69,False,94.0,100.0,316,2.08,7,1.0
721749273851792523,Central Apt. I 120m² •3-Rooms• Balcony & Parkview,Prenzlauer Berg Süd,52.53355246069496,13.43645330518484,Entire home/apt,5,2.0,3.0,313.0,1,365,245,4.89,4.76,4.83,True,100.0,99.0,205,6.75,12,1.0
722157865797531518,Bright Rooftop Apt/X-Berg/Standing Desk/Terrace/,südliche Luisenstadt,52.49845,13.4469,Entire home/apt,3,1.0,1.0,89.0,92,600,0,,,,False,,,365,,2,1.0
722215535729534502,Spacious 1-bedroom Loft in former Warehouse,Schönholz/Wilhelmsruh/Rosenthal,52.58616,13.36332,Entire home/apt,2,1.0,1.0,80.0,30,1125,0,,,,False,50.0,0.0,362,,1,1.0
723205828710553527,Cozy City West,Düsseldorfer Straße,52.49722,13.30885,Entire home/apt,2,1.0,1.0,182.0,2,1125,14,4.57,4.07,4.71,False,100.0,100.0,167,0.45,1,1.0
723782638851893498,Bright and cosy top floor flat in Neukölln,Neuköllner Mitte/Zentrum,52.463275800261584,13.438302161379852,Entire home/apt,4,1.0,2.0,102.0,3,30,27,5.0,4.89,4.59,False,100.0,76.0,23,0.85,1,1.0
724957534029693945,Modernes Zimmer in Berlin Kreuzberg/ Neukölln,Reuterstraße,52.48811,13.43366,Private room,1,1.0,1.0,65.0,6,28,3,5.0,5.0,5.0,False,0.0,0.0,144,0.09,1,1.0
724998610025487229,Light drenched top-floor apt with indoor fireplace,Prenzlauer Berg Nordwest,52.54717260393295,13.409238509158683,Entire home/apt,4,1.0,2.0,246.0,2,365,9,5.0,5.0,5.0,False,67.0,11.0,266,0.3,1,2.0
725353444756528588,Geräumige helle Wohnung in bester Lage,Alt  Treptow,52.48850867399378,13.453117022664856,Entire home/apt,4,2.0,3.0,129.0,7,365,26,4.88,4.77,4.92,True,100.0,80.0,221,0.73,1,1.0
725756161547831051,Belle Etage an der Rehwiese mit Sonnenuntergang,Zehlendorf  Südwest,52.43175,13.20024,Entire home/apt,2,1.0,2.0,111.0,92,92,0,,,,False,,,365,,1,1.0
725973277956407623,Mini Apartment Altbau Prenzlauer Berg,Prenzlauer Berg Süd,52.53577374019033,13.42729732327883,Entire home/apt,1,1.0,1.0,82.0,3,30,177,4.97,4.98,4.96,True,100.0,100.0,75,5.18,1,1.0
726017287899150571,1- Raumwohnung,Albrechtstr.,52.46167,13.33696,Entire home/apt,2,1.0,1.0,24.0,92,92,0,,,,False,0.0,0.0,273,,1,1.0
726729037215124365,"Large lovely 3-room condo,near lakes & city center",Barstraße,52.48334,13.31131,Entire home/apt,4,2.0,2.0,221.0,5,1125,9,4.56,4.11,4.78,False,67.0,40.0,339,0.27,1,1.0
727190469962016198,Wohnung Nr. 5 im grünen Spandau (13qm),Heerstraße Nord,52.5140718,13.1735062,Private room,2,1.0,1.0,70.0,2,60,0,,,,False,100.0,100.0,0,,6,1.0
727388461413095470,Blueground | Charlottenburg. next to Savignyplatz,Kantstraße,52.5070856,13.3179806,Entire home/apt,2,1.0,1.0,152.0,90,1125,0,,,,False,60.0,100.0,253,,311,1.0
728790471789675291,Double room with private bathroom.,Schöneberg-Süd,52.48712,13.33816,Private room,2,1.0,1.0,89.0,1,4,40,4.88,4.85,4.93,True,100.0,81.0,329,1.35,1,1.0
729382487832254354,"Blueground | Mitte, gym & concierge",Alexanderplatz,52.51788570000001,13.4171159,Entire home/apt,4,2.0,2.0,194.0,90,1125,1,5.0,5.0,5.0,False,60.0,100.0,136,0.06,311,1.5
729447161459920383,Tshuapa - 1 bedroom in Tiergarten,Tempelhofer Vorstadt,52.5009,13.37182,Entire home/apt,2,1.0,1.0,85.0,92,178,0,,,,True,100.0,100.0,204,,55,1.0
729478553852609104,Apartment im Prenzlauer Berg,Pankow Süd,52.5544776,13.4223465,Entire home/apt,2,0.0,1.0,83.0,1,100,73,4.88,4.93,4.71,True,100.0,100.0,233,2.04,1,1.0
729485809697679602,Nice apartament with parking in Pankow Berlin 10,Buchholz,52.6065,13.43236,Entire home/apt,2,1.0,2.0,121.0,2,365,9,3.67,3.89,3.78,False,0.0,0.0,365,0.25,1,1.0
