id,name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,host_is_superhost,host_response_rate,host_acceptance_rate,availability_365,reviews_per_month,calculated_host_listings_count,bathrooms
1648222,Private room near to fairground,Neue Kantstraße,52.50669,13.29048,Private room,2,1.0,1.0,68.0,4,30,71,4.94,4.97,4.91,False,100.0,90.0,221,0.53,1,1.0
1653909,Designapartment: sunny & charming in Kreuzberg,nördliche Luisenstadt,52.50155,13.44245,Private room,2,1.0,1.0,98.0,3,60,29,4.83,4.86,4.86,False,100.0,100.0,27,0.21,1,1.0
1654057,"La ROSITA, Trendy and renovated, Berlin Neukölln",Rixdorf,52.48481,13.45038,Entire home/apt,2,1.0,2.0,71.0,93,1125,117,4.56,4.58,4.3,True,100.0,46.0,235,0.8,2,1.0
1656340,aptD Downtown Monument near Checkpoint Charlie,Südliche Friedrichstadt,52.50256,13.39141,Entire home/apt,6,3.0,7.0,313.0,1,90,99,4.72,4.97,4.79,True,100.0,81.0,327,0.72,3,2.0
1657488,Berlinzzz - 1-bedroom-apartment in the City-west,Schöneberg-Süd,52.4926,13.34359,Entire home/apt,1,1.0,2.0,46.0,92,500,46,4.85,5.0,4.85,False,100.0,,363,0.33,1,1.0
1679048,Stunning Rooftop Friedrichshain Apartment,Frankfurter Allee Süd FK,52.513069,13.456415,Private room,1,1.0,1.0,79.0,7,365,21,4.9,4.48,4.9,False,75.0,50.0,253,0.52,1,2.0
1697691,Charming 2-room flat w.Balcony | Perfect location,Reuterstraße,52.48762,13.43185,Entire home/apt,4,2.0,2.0,238.0,3,1125,84,4.68,4.44,4.92,True,100.0,86.0,254,0.6,2,1.0
1701332,Berlin Mitte with a View,Alexanderplatz,52.5232,13.40074,Entire home/apt,4,2.0,3.0,236.0,2,1125,406,4.83,4.84,4.96,True,100.0,100.0,289,2.92,1,1.0
1714515,gemütliche Altbauwohnung / Cozy Flat in Friedenau,Friedenau,52.47177,13.32162,Entire home/apt,5,3.0,3.0,302.0,4,14,31,5.0,4.87,4.81,False,100.0,100.0,5,0.36,2,1.0
1748743,"Die beste Adresse in Berlin, KaDeWe",Kurfürstendamm,52.50171,13.33642,Private room,2,1.0,2.0,81.0,92,1125,2,5.0,5.0,5.0,False,,,362,0.02,1,1.0
1757613,Quiet and fine in Friedrichshain,Frankfurter Allee Süd FK,52.51312,13.4582,Entire home/apt,2,0.0,1.0,84.0,1,14,568,4.94,4.96,4.96,True,100.0,96.0,315,3.92,2,1.0
1794838,Lovely single room Mitte/Wedding,Osloer Straße,52.55709,13.37707,Private room,1,1.0,1.0,61.0,6,60,50,4.92,4.76,4.62,False,40.0,40.0,95,0.35,2,1.0
1814192,Holiday apartment in the city centre,Regierungsviertel,52.51085,13.39771,Entire home/apt,5,1.0,2.0,94.0,3,30,544,4.78,4.65,4.89,True,100.0,100.0,246,3.85,1,1.0
1827536,BestPlace 3 Cozy Room in PrenzlBerg,Helmholtzplatz,52.54584,13.41458,Entire home/apt,6,2.0,3.0,123.0,3,30,290,4.58,4.59,4.81,False,100.0,100.0,151,2.02,2,1.0
1828107,Amazing Balcony Flat overlooking Teutoburger Platz,Prenzlauer Berg Südwest,52.53182,13.40978,Entire home/apt,2,1.0,1.0,253.0,2,28,153,4.93,4.97,4.95,True,100.0,82.0,10,1.06,1,1.0
1838879,Ferienremise-Berlin,Schöneberg-Süd,52.48666,13.35915,Entire home/apt,15,4.0,8.0,365.0,2,365,415,4.79,4.67,4.78,True,100.0,100.0,237,2.89,1,4.5
1852328,"Peaceful and green Terrace with Park View,",Tempelhofer Vorstadt,52.48638,13.38007,Entire home/apt,4,3.0,4.0,290.0,4,99,86,4.97,4.85,4.81,False,90.0,33.0,45,0.61,2,2.0
1863324,Beautiful Apartment in Berlin,Albrechtstr.,52.45529,13.34999,Entire home/apt,3,1.0,1.0,69.0,92,1125,159,4.9,4.91,4.79,False,,,316,1.14,1,1.0
1869046,180 m2 penthouse in Mitte mit Sauna,Prenzlauer Berg Südwest,52.5347,13.40798,Entire home/apt,4,3.0,3.0,320.0,7,1125,49,4.98,4.94,5.0,False,100.0,70.0,94,0.36,1,2.0
1871203,Living in an 1900 century house,Zehlendorf  Nord,52.43495,13.23064,Entire home/apt,2,1.0,2.0,155.0,92,730,81,4.75,4.75,4.91,True,100.0,100.0,363,0.57,2,1.0
1880216,Hidden Gem in Charlottenburg,Neue Kantstraße,52.50142,13.30076,Private room,1,1.0,1.0,57.0,2,1125,81,4.91,4.94,4.95,True,100.0,88.0,346,0.59,1,1.0
1882990,Cosy Sleep inn ~ Great area ✨,Schöneberg-Süd,52.48232,13.35897,Private room,2,1.0,1.0,65.0,2,1125,558,4.88,4.94,4.82,True,100.0,100.0,104,4.71,1,1.0
1883235,Wonderful home sightseeing Spree,Otto-Suhr-Allee,52.52137,13.30139,Private room,3,2.0,2.0,25.0,10,1125,138,4.74,4.36,4.76,True,100.0,70.0,21,0.96,3,1.0
1898454,Spacious unique hideout in the heart of Berlin!,Tempelhofer Vorstadt,52.49266,13.38215,Entire home/apt,2,1.0,1.0,85.0,92,1125,62,4.47,4.35,4.82,False,,,179,0.52,1,1.0
1915904,Penthouse-Traum im Prenzl. Berg,Prenzlauer Berg Süd,52.53588,13.42384,Entire home/apt,2,1.0,1.0,165.0,4,120,165,4.91,4.89,4.97,True,100.0,100.0,25,1.15,1,1.0
1930322,Charmant ruhiges Zimmer im Helmholtzkiez,Helmholtzplatz,52.54542,13.41963,Private room,1,1.0,1.0,63.0,92,1125,16,4.94,4.88,5.0,False,,,363,0.14,1,1.0
1933398,pink Female only room at the Federal Chancellery,Moabit Ost,52.52032,13.35772,Private room,1,1.0,1.0,34.0,92,395,17,4.82,4.82,4.88,True,100.0,83.0,98,0.14,4,1.0
1946067,Charming Apartment near Mauerpark,Prenzlauer Berg Nordwest,52.5471,13.40757,Entire home/apt,2,1.0,1.0,138.0,4,90,336,4.91,4.92,4.9,True,100.0,98.0,178,2.38,2,1.0
1954311,Flat in Berlin,Reuterstraße,52.48466,13.44007,Entire home/apt,2,0.0,1.0,90.0,30,45,48,4.29,4.5,4.52,False,100.0,25.0,287,0.34,1,1.0
1972944,"COSY, COMFORTABLE, LONG-TERM DISCOUNTS, LIFT, WIFI",Tempelhof,52.4805793762207,13.372179985046388,Entire home/apt,2,1.0,2.0,56.0,92,185,10,4.7,4.5,4.5,False,83.0,67.0,359,0.07,3,1.0
1977882,"Luxury Penthouse, 2 BDR, 2 Baths, AC",Volkspark Wilmersdorf,52.49354,13.33474,Entire home/apt,5,2.0,3.0,300.0,3,31,144,4.97,4.97,4.92,True,100.0,88.0,119,1.12,1,2.0
1986327,Awesome Flat with car-parking,Südliche Friedrichstadt,52.49986,13.40904,Entire home/apt,4,2.0,4.0,100.0,95,1000,153,4.41,4.38,4.35,False,100.0,86.0,278,1.07,2,1.0
1987662,"Stylish maisonette, Prenzlauer Berg, 70m2",Helmholtzplatz,52.54504,13.42075,Entire home/apt,2,1.0,1.0,162.0,3,90,67,4.93,4.97,4.93,True,100.0,100.0,9,0.67,1,1.0
2002741,Sunny rooftop appartment,Alt  Treptow,52.49227,13.44922,Entire home/apt,2,1.0,1.0,95.0,92,365,28,4.96,4.89,4.64,False,,,155,0.2,1,1.5
2006060,Sensationeller Blick,Schöneberg-Nord,52.49902,13.3515,Entire home/apt,2,1.0,1.0,131.0,14,90,34,4.97,4.68,5.0,True,100.0,88.0,156,0.33,1,1.0
2018489,Apartment in Villa am Stadtrand,Rahnsdorf/Hessenwinkel,52.45572,13.72139,Entire home/apt,8,2.0,5.0,100.0,2,30,44,4.5,4.51,4.67,False,80.0,72.0,342,0.32,1,1.0
2027140,Charming flat created with love,Frankfurter Allee Süd FK,52.51037,13.46105,Entire home/apt,2,1.0,1.0,111.0,3,90,166,4.92,4.96,4.93,False,,38.0,178,1.2,1,1.0
2045192,Fabulous Location Rosenthaler Platz,Brunnenstr. Süd,52.53496,13.40607,Entire home/apt,3,1.0,2.0,124.0,4,21,205,4.86,4.79,4.92,True,100.0,99.0,226,1.45,1,1.0
2050016,"STYLISH APT * QUIET, GREAT LOCATION",Schillerpromenade,52.47757,13.42276,Entire home/apt,4,1.0,2.0,38.0,182,1125,5,4.8,4.75,5.0,False,100.0,,266,0.04,2,1.0
2053014,*Modern Berlin - City - Apartment*,Schöneberg-Süd,52.48218,13.35418,Entire home/apt,2,1.0,2.0,70.0,21,60,27,5.0,5.0,4.93,True,100.0,67.0,275,0.19,1,1.0
2061212,studio spacious bright calm balcony,Prenzlauer Berg Süd,52.53218,13.42432,Entire home/apt,2,0.0,1.0,137.0,3,1125,441,4.96,4.95,4.95,True,100.0,100.0,290,3.15,1,1.0
2061221,"Townhouse, City, Berlin",Rummelsburger Bucht,52.4956,13.48233,Entire home/apt,5,3.0,6.0,191.0,92,1125,0,,,,False,0.0,0.0,263,,1,2.5
2076483,Design Apartment in the heart of Mitte,Alexanderplatz,52.51257,13.41061,Entire home/apt,4,1.0,1.0,154.0,3,365,148,4.84,4.66,4.91,False,100.0,100.0,255,1.13,1,1.0
2078746,Bright and spacious apartment,Neuköllner Mitte/Zentrum,52.47085,13.43277,Entire home/apt,4,1.0,2.0,51.0,180,1125,22,4.86,4.77,4.68,False,100.0,,364,0.16,2,1.0
2079942,Romantic refuge,Schloß Charlottenburg,52.51163864135742,13.287308692932127,Entire home/apt,4,2.0,3.0,76.0,8,100,167,4.66,4.69,4.65,False,90.0,87.0,121,1.17,2,1.0
2093486,Prenzlauer Berg,Prenzlauer Berg Nord,52.54998,13.42401,Entire home/apt,4,1.0,2.0,54.0,92,160,78,4.68,4.78,4.73,True,100.0,100.0,177,0.56,1,1.0
2096970,cute little studio at Maybachufer,Reuterstraße,52.49448,13.42242,Entire home/apt,2,0.0,1.0,51.0,94,1125,63,4.87,4.77,4.94,False,100.0,100.0,31,0.44,1,1.0
2098124,Creative + Renovated + Cool Kreuzberg,Tempelhofer Vorstadt,52.49103,13.37631,Entire home/apt,4,1.0,2.0,76.0,2,55,361,4.8,4.87,4.74,True,100.0,99.0,164,2.53,3,1.0
2110056,Luxus apartment with view to TV tower in centrum,Alexanderplatz,52.52524,13.41196,Entire home/apt,2,2.0,2.0,80.0,92,365,73,4.51,4.77,4.86,False,100.0,80.0,297,0.52,7,1.0
2110405,Temporary living 1 bdrm apt - Beauty & Comfort,Tempelhofer Vorstadt,52.49139,13.41524,Entire home/apt,2,1.0,1.0,49.0,180,365,27,4.81,4.73,4.92,False,83.0,0.0,176,0.19,3,1.0
2110953,Lichtdurchflutetes Designer Loft,südliche Luisenstadt,52.49433,13.43273,Entire home/apt,2,1.0,3.0,130.0,92,92,0,,,,False,,,358,,1,1.5
2118068,Industrial Design Studio Ap. in the Heart of MItte,Brunnenstr. Süd,52.53334,13.38104,Entire home/apt,5,1.0,2.0,74.0,2,1125,495,4.73,4.61,4.86,False,100.0,95.0,232,3.63,3,1.0
2131667,S31 - Room22 Apartment Bergmannstraße Back,Tempelhofer Vorstadt,52.48873,13.39298,Entire home/apt,5,2.0,4.0,158.0,7,182,321,4.91,4.93,4.94,True,100.0,96.0,320,2.26,9,1.0
2137277,Modern + Renovated + Cool Kreuzberg,Tempelhofer Vorstadt,52.4898,13.41917,Entire home/apt,4,1.0,2.0,76.0,2,55,392,4.85,4.91,4.81,True,100.0,99.0,232,2.83,3,1.5
2140695,Cozy Apartment in the vibrant heart of Berlin,Prenzlauer Berg Nordwest,52.54845,13.40299,Entire home/apt,2,1.0,1.0,63.0,92,1125,74,4.3,3.95,4.81,False,0.0,100.0,343,0.53,1,1.0
2147777,Moabit apartment,Moabit West,52.53494,13.34055,Entire home/apt,3,1.0,1.0,73.0,2,1125,301,4.85,4.93,4.7,True,90.0,100.0,327,2.37,1,1.0
2154488,4th floor on the Island,Schöneberg-Süd,52.48348,13.36133,Private room,3,1.0,1.0,49.0,3,8,136,4.84,4.72,4.86,True,100.0,94.0,107,0.99,1,1.0
2165255,Leben in Berliner Geschichte - Gallerie Kreuzkölln,Rixdorf,52.48592,13.45138,Entire home/apt,4,1.0,2.0,77.0,3,1125,269,4.37,4.15,4.4,False,100.0,99.0,227,1.9,2,1.0
2191449,Holiday apartment in Berlin Tiergarten,Moabit West,52.52825,13.33051,Entire home/apt,4,0.0,2.0,79.0,2,1125,359,4.72,4.57,4.52,True,100.0,100.0,92,2.57,6,1.0
2191648,Loft-Living im Prenzlauer Berg,Prenzlauer Berg Nordwest,52.54745,13.40981,Entire home/apt,2,1.0,1.0,50.0,90,1124,26,4.92,4.62,4.96,False,,,327,0.19,1,1.0
2192027,Temporary Living - Loftstyle Studio Apartment,Tempelhofer Vorstadt,52.49067,13.41728,Entire home/apt,2,0.0,1.0,40.0,180,360,0,,,,False,83.0,0.0,327,,3,0.0
2199290,Charming Apartment in Kollwitzplaz,Prenzlauer Berg Südwest,52.53928,13.41521,Entire home/apt,4,1.0,2.0,42.0,92,1125,15,4.67,4.4,5.0,False,100.0,0.0,297,0.14,1,1.0
2201228,Cosy Flat around Rosenthaler Platz,Alexanderplatz,52.52391,13.39991,Entire home/apt,2,1.0,1.0,79.0,3,1125,204,4.61,4.59,4.97,False,100.0,99.0,169,1.48,2,1.0
2220054,GuestRoom in Schoeneberg,Schöneberg-Nord,52.49056,13.36427,Private room,2,1.0,1.0,57.0,2,50,52,4.79,4.67,4.81,False,83.0,64.0,79,0.38,1,1.0
2237527,Fantastic apartment with 5 bedrooms,Pankow Süd,52.55385,13.41736,Entire home/apt,11,5.0,8.0,222.0,3,30,314,4.87,4.94,4.63,True,100.0,81.0,219,2.23,1,2.0
2291619,Cute Stylish & Smart,Moabit Ost,52.53355,13.35271,Entire home/apt,2,1.0,1.0,86.0,92,1124,19,4.26,3.95,4.53,,,55.0,214,0.15,3,1.0
2317701,Mitte Alexanderplatz Central Elegant Apartment,Alexanderplatz,52.52431,13.40781,Entire home/apt,4,2.0,2.0,73.0,92,200,95,4.76,4.76,4.95,True,100.0,100.0,140,0.68,1,1.0
2328948,APARTMENT - Berlin City Studio,Moabit Ost,52.5322,13.3489,Entire home/apt,2,1.0,1.0,72.0,3,45,382,4.67,4.8,4.52,False,100.0,100.0,161,2.71,1,1.0
2329696,A bright and comfortable room.,Wedding Zentrum,52.55217,13.37994,Private room,1,1.0,2.0,66.0,5,14,25,4.96,4.92,4.71,False,100.0,57.0,363,0.18,1,1.0
2364026,COSY STUDIO ACROSS TIERGARTEN/ZOO,Tiergarten Süd,52.50719,13.34687,Entire home/apt,2,0.0,1.0,62.0,92,365,12,4.42,3.83,4.92,False,0.0,,364,0.09,1,1.0
2378401,3-Room I 80m² I Comfort I Lift,Brunnenstr. Süd,52.5377,13.39574,Entire home/apt,6,2.0,4.0,149.0,3,365,72,4.72,4.6,4.86,False,100.0,100.0,50,0.53,9,1.0
2384606,half apartment in Berlin-Schöneberg,Schöneberg-Süd,52.48595,13.36483,Private room,4,1.0,2.0,54.0,3,20,27,4.85,4.78,4.74,False,70.0,0.0,261,0.19,1,
2394897,SUNNY hideaway BALCONY lovely area,Brunnenstr. Süd,52.53439,13.40774,Entire home/apt,3,1.0,2.0,140.0,4,60,467,4.89,4.91,4.94,True,100.0,100.0,188,3.33,1,1.0
2395908,Spacious Berlin-style apartment,Prenzlauer Berg Südwest,52.53809,13.41177,Entire home/apt,4,3.0,3.0,276.0,5,1125,9,4.89,4.67,5.0,False,,,81,0.06,1,1.5
2396312,Home Wilma Apt. Singer  No Party,Alexanderplatz,52.516956,13.425152,Entire home/apt,6,2.0,4.0,170.0,3,22,291,4.66,4.81,4.62,True,100.0,100.0,117,2.14,1,1.0
2398889,Modern Living in Prenzlauer Berg,Pankow Süd,52.55544,13.4167,Entire home/apt,2,1.0,4.0,53.0,92,730,93,4.82,4.78,4.68,False,,100.0,257,0.66,1,1.0
2421445,Typische Berliner Altbauwhg im Kiez,Friedenau,52.46706,13.34146,Entire home/apt,3,2.0,1.0,140.0,5,30,99,4.93,4.98,4.88,False,,,288,0.71,1,1.0
2445048,Charming Renovated Old Flat,Barstraße,52.49194,13.32181,Entire home/apt,3,1.0,2.0,75.0,92,180,8,5.0,5.0,4.88,False,,50.0,321,0.06,1,1.0
2446432,offer for a whole flat with 3 rooms,Köpenick-Nord,52.46614,13.5775,Entire home/apt,4,3.0,4.0,69.0,92,1125,3,5.0,4.5,5.0,False,100.0,,363,0.02,2,1.0
2449808,HEAVEN OVER BERLIN MITTE,Brunnenstr. Süd,52.53401,13.39813,Private room,1,1.0,1.0,78.0,14,1125,88,4.9,4.89,4.91,False,100.0,33.0,97,0.66,1,1.5
2450125,In the heart of Prenzlauer Berg,Helmholtzplatz,52.5402,13.41741,Entire home/apt,4,2.0,3.0,208.0,7,100,149,4.92,4.94,4.97,False,100.0,100.0,90,1.07,1,1.0
2458229,stylish renovated flat close to the Ku'damm,Düsseldorfer Straße,52.49736,13.31029,Entire home/apt,4,2.0,3.0,225.0,14,1125,25,4.96,4.76,4.92,False,100.0,63.0,266,0.18,1,2.0
2485124,Cosy flat in trendy Sprengelkiez (legal),Wedding Zentrum,52.5434,13.35451,Entire home/apt,4,2.0,2.0,173.0,3,9999,340,4.65,4.63,4.63,True,100.0,100.0,354,2.44,2,1.0
2485985,Central Comfortable Apartment,Moabit West,52.53335,13.34266,Entire home/apt,4,1.0,2.0,95.0,4,95,66,4.26,4.58,4.48,False,100.0,96.0,349,0.51,1,1.0
2492162,Loft in very centre of Berlin,Regierungsviertel,52.51169,13.39975,Private room,2,1.0,1.0,95.0,92,1125,81,4.98,4.94,4.99,False,,,358,0.67,1,1.0
2520376,Family Apartment in Kreuzberg,Tempelhofer Vorstadt,52.4914838,13.4033043,Entire home/apt,4,2.0,2.0,225.0,5,35,0,,,,False,,,176,,1,2.5
2529429,"Simple room in old house, nice area well connected",Moabit West,52.52157,13.335,Private room,2,1.0,1.0,45.0,1,365,273,4.67,4.45,4.77,False,100.0,100.0,36,1.95,1,1.0
2534755,Clean and Cozy in the Heart of Friedrichshain,Frankfurter Allee Süd FK,52.51436,13.46202,Private room,2,1.0,1.0,71.0,3,730,160,4.89,4.83,4.93,True,70.0,55.0,45,3.22,1,1.0
2543760,ALEXANDERPLATZ best Berlin skyline,Alexanderplatz,52.52134,13.40691,Private room,1,1.0,1.0,35.0,92,1125,309,4.75,4.8,4.95,False,,100.0,277,2.29,1,1.0
2563181,2-Zimmer-Dachterassenwohnung,Halensee,52.49393,13.29503,Entire home/apt,2,0.0,2.0,79.0,100,1125,3,4.33,4.67,4.67,False,100.0,0.0,237,0.03,1,2.0
2566846,Luxury Apt & SAUNA on KuDamm/KaDeWe,Schöneberg-Nord,52.49956,13.34323,Entire home/apt,2,1.0,0.0,131.0,1,90,483,4.87,4.88,4.86,True,100.0,99.0,3,3.45,2,1.0
2583301,Traumwohnung Kreuzberg ruhig zentra,Tempelhof,52.48534,13.3919,Entire home/apt,5,3.0,4.0,163.0,3,365,41,4.88,4.51,4.95,True,50.0,58.0,75,0.29,1,2.0
2591901,City East perfectly located,Frankfurter Allee Süd,52.51283,13.47796,Private room,2,1.0,1.0,37.0,7,60,513,4.89,4.92,4.8,True,100.0,94.0,180,3.76,1,1.0
2599765,Atelier Boardinghouse Birken Smart Appart,Moabit Ost,52.52597,13.34367,Entire home/apt,10,4.0,4.0,161.0,3,1125,522,4.6,4.72,4.48,True,100.0,100.0,253,3.73,3,2.0
2602460,"Re-opened! Apt. for 4  Green,healthy area",MV 2,52.60048,13.33013,Entire home/apt,4,2.0,3.0,66.0,3,90,296,4.9,4.89,4.68,True,100.0,100.0,247,2.39,1,1.0
2602858,Comfort I Two-Rooms I 55m² I Lift,Brunnenstr. Süd,52.53579,13.39367,Entire home/apt,5,2.0,1.0,109.0,3,1125,17,4.71,4.76,5.0,False,100.0,100.0,66,0.12,9,1.0
2610528,Artist LOFT in backyard shed,Helmholtzplatz,52.5464,13.4175,Entire home/apt,4,1.0,4.0,110.0,2,1125,535,4.84,4.67,4.93,True,100.0,100.0,282,3.85,1,1.0
2623250,Middle of West Side Downtown,Kurfürstendamm,52.50205,13.33455,Entire home/apt,4,1.0,2.0,65.0,92,365,18,4.61,4.22,5.0,False,,,354,0.14,1,1.0
2639933,"Room #1 Messe-, Wald- u. Stadtnähe",Westend,52.49978,13.26957,Private room,1,1.0,1.0,59.0,2,40,310,4.85,4.76,4.8,True,100.0,87.0,89,2.31,3,1.5
2644458,"Quiet, quaint, newly refurbished apartment",Prenzlauer Berg Süd,52.53234,13.42974,Entire home/apt,4,3.0,2.0,161.0,92,1125,5,5.0,5.0,4.8,False,100.0,71.0,263,0.05,1,1.0
2647478,modern flat at Olympicstadion,Heerstrasse,52.5086,13.25592,Entire home/apt,3,1.0,2.0,106.0,3,60,252,4.9,4.85,4.8,False,100.0,100.0,128,1.82,1,1.0
2649669,Central located charming appartment,Südliche Friedrichstadt,52.50404,13.38809,Entire home/apt,2,1.0,1.0,86.0,3,1125,350,4.76,4.8,4.78,True,100.0,92.0,146,2.52,2,1.0
2650663,Suite für Holliday or Business trips,Alexanderplatz,52.52933,13.38442,Entire home/apt,4,1.0,2.0,189.0,3,84,215,4.92,4.97,4.94,True,100.0,93.0,179,1.6,1,1.0
2657671,Private room in center of Berlin,Frankfurter Allee Süd FK,52.51049,13.45919,Private room,2,1.0,2.0,54.0,3,14,456,4.82,4.9,4.9,True,100.0,68.0,47,3.29,1,1.0
2667188,Wunderschöne Wohnung 74qm in Berlin-Charlottenburg,Schloß Charlottenburg,52.5183449,13.2967635,Entire home/apt,2,1.0,1.0,140.0,3,30,10,5.0,4.9,4.8,False,100.0,100.0,6,0.47,1,1.0
2682379,Schnell nach Berlin/S-Grünbergallee,Altglienicke,52.40048,13.53965,Private room,1,1.0,1.0,30.0,1,200,176,4.71,4.56,4.72,False,80.0,56.0,125,1.28,1,1.0
2742389,Apartment Mitte Berlin,Brunnenstr. Süd,52.53466,13.4011,Entire home/apt,2,1.0,1.0,127.0,92,700,36,4.39,4.44,4.78,False,67.0,100.0,365,0.26,1,1.0
2742817,cosy apartment in neukölln,Schillerpromenade,52.46798,13.42307,Private room,1,1.0,1.0,66.0,1,30,68,4.97,4.93,4.87,False,100.0,93.0,12,0.61,1,1.0
2760114,Zehlendorf Mitte Ferienwohnung,Teltower Damm,52.4337,13.24956,Entire home/apt,3,1.0,2.0,72.0,6,75,109,4.74,4.72,4.82,False,83.0,89.0,322,0.86,1,1.0
2777694,Being at home in Berlin,Südliche Friedrichstadt,52.49869,13.41415,Private room,2,1.0,1.0,63.0,4,14,82,4.79,4.24,4.78,True,100.0,100.0,146,0.61,1,1.0
2784176,1-room apartment Own kitchen+bathroom Near subway,Biesdorf,52.49937438964844,13.561747550964355,Entire home/apt,2,1.0,1.0,48.0,20,1125,69,4.58,4.61,4.52,True,100.0,91.0,251,0.5,2,1.0
2796273,Rühige Familie Gast Zimmer,Teltower Damm,52.41028477864688,13.266350291669369,Private room,2,1.0,1.0,120.0,1,365,0,,,,False,,0.0,269,,2,1.0
2820362,MINI LOFT:  2 Bedrooms + Living-bedroom + balcony,Fennpfuhl,52.53277,13.46521,Entire home/apt,6,3.0,4.0,63.0,92,355,63,4.43,4.3,4.02,False,100.0,,310,0.45,1,1.0
2850204,Beautiful studio 5 min. walk to hip Bergmannstr.,Tempelhofer Vorstadt,52.4895,13.37683,Entire home/apt,2,0.0,1.0,91.0,1,365,128,4.59,4.7,4.81,False,94.0,100.0,344,0.99,3,1.0
2883909,"Guest room City-West, close to the German Opera",Kantstraße,52.51006,13.31131,Private room,1,1.0,1.0,34.0,20,90,84,4.65,4.74,4.87,False,100.0,75.0,66,0.63,1,1.0
2895197,THE REAL BERLIN FEELING *** for your longterm stay,Prenzlauer Berg Südwest,52.53966,13.41953,Entire home/apt,2,1.0,2.0,89.0,20,730,48,4.75,4.67,4.9,True,100.0,77.0,145,0.38,1,1.0
2945314,Bright Penthouse @ Mauerpark for Work & Relaxation,Prenzlauer Berg Nordwest,52.54814,13.41108,Entire home/apt,2,1.0,1.0,182.0,5,1125,66,4.89,4.76,4.94,False,100.0,100.0,15,0.49,1,1.0
2965875,Über den Dächern von Berlin,Kantstraße,52.50703,13.31983,Entire home/apt,2,1.0,2.0,171.0,3,30,85,4.67,4.19,4.92,False,100.0,100.0,340,0.62,1,1.0
3047076,3 rooms Schöneberg Parking WiFi Park Balkony,Schöneberg-Süd,52.48114,13.34004,Entire home/apt,4,2.0,3.0,120.0,4,40,358,4.73,4.85,4.66,True,100.0,97.0,145,2.64,1,1.0
3055569,80qm-Wohnung mit Dachterrasse in Neukölln,Schillerpromenade,52.47405,13.42505,Entire home/apt,2,1.0,1.0,90.0,130,180,10,4.6,5.0,4.56,False,,100.0,198,0.08,1,1.0
3080548,Helles Zimmer in Berlin-Steglitz,Albrechtstr.,52.44662,13.33084,Private room,1,2.0,1.0,42.0,92,100,26,4.62,4.44,4.54,False,0.0,,365,0.19,1,1.0
3092770,"Great Bright Central Place Piano, Cinema & Balcony",nördliche Luisenstadt,52.50391,13.4251,Entire home/apt,6,2.0,4.0,326.0,1,45,20,4.95,4.53,4.89,True,90.0,71.0,362,0.15,1,2.0
3092794,ROOM + BALCONY - IN - NEUKÖLLN - BERLIN + BIKE,Rixdorf,52.47305,13.45449,Private room,3,1.0,1.0,70.0,2,35,140,4.84,4.82,4.76,False,100.0,80.0,330,1.02,3,1.0
3105942,"Welcome Home, welcome to Kant Strasse 63",Kantstraße,52.50637,13.30523,Entire home/apt,5,2.0,4.0,171.0,5,35,115,4.85,4.76,4.96,False,100.0,100.0,183,1.97,1,1.0
3108376,Spacious 6-bed room (mixed) in Berlin,Karl-Marx-Allee-Süd,52.50968,13.44616,Shared room,6,1.0,6.0,17.0,1,365,188,4.37,4.18,4.62,False,100.0,99.0,363,1.39,15,0.0
3108596,Spacious 5-bed room in Berlin,Karl-Marx-Allee-Süd,52.50976,13.4461,Shared room,5,1.0,5.0,15.0,1,365,74,4.35,4.34,4.64,False,100.0,99.0,325,0.54,15,0.0
3108686,Nice and big 8-bed-room in Berlin,Karl-Marx-Allee-Süd,52.50985,13.44612,Shared room,8,1.0,8.0,12.0,1,365,117,4.33,4.16,4.54,False,100.0,99.0,363,0.86,15,0.0
3109265,Fancy Double room with shower,Karl-Marx-Allee-Süd,52.50985,13.44612,Private room,2,1.0,2.0,105.0,1,365,66,4.06,3.92,4.5,False,100.0,99.0,327,0.87,15,1.0
3124110,Villa Hühnchen,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37573,13.6519,Entire home/apt,3,2.0,3.0,100.0,3,365,120,4.93,4.91,4.81,True,100.0,100.0,219,0.87,1,1.0
3152009,Cozy apartment in Weißensee,Weißensee,52.55518,13.43056,Entire home/apt,4,1.0,2.0,68.0,180,365,8,4.63,4.63,4.13,False,100.0,0.0,146,0.06,2,1.0
3152463,Gorgeous flat in the heart of Mitte,Brunnenstr. Süd,52.53076,13.39741,Entire home/apt,2,1.0,2.0,50.0,187,1125,36,4.89,4.97,4.88,False,,,0,0.26,1,1.0
3187735,Stylish. Central. Balcony.,Prenzlauer Berg Süd,52.53325,13.43314,Entire home/apt,2,0.0,1.0,93.0,3,180,738,4.86,4.96,4.9,True,100.0,100.0,334,5.37,1,1.0
3188899,Beautiful Apartment Connected to an Art Gallery,Regierungsviertel,52.51182,13.40104,Entire home/apt,5,2.0,3.0,164.0,1,7,830,4.83,4.72,4.83,True,100.0,100.0,206,6.13,1,2.0
